number,value,datetime_start,datetime_complete,duration,params_beta,params_sigma,state
162,0.704659910820445,2025-11-14 22:42:18.178201,2025-11-14 22:42:18.459600,0 days 00:00:00.281399,299.99994263261897,440.1400778603557,COMPLETE
163,0.7052646373137225,2025-11-14 22:42:18.459705,2025-11-14 22:42:18.745484,0 days 00:00:00.285779,285.56917358613043,444.64225860651146,COMPLETE
164,0.7048267588738358,2025-11-14 22:42:18.745597,2025-11-14 22:42:19.032044,0 days 00:00:00.286447,291.0121415956329,445.524751789407,COMPLETE
165,0.7053327310640518,2025-11-14 22:42:19.032153,2025-11-14 22:42:19.312231,0 days 00:00:00.280078,295.262327474178,435.8154277366266,COMPLETE
166,0.7108543347260613,2025-11-14 22:42:19.312336,2025-11-14 22:42:19.590716,0 days 00:00:00.278380,281.76589921204265,386.07686933444774,COMPLETE
167,0.7176410907278469,2025-11-14 22:42:19.590834,2025-11-14 22:42:19.872892,0 days 00:00:00.282058,102.96135999142018,445.66506639589124,COMPLETE
168,0.7307218620149046,2025-11-14 22:42:19.873003,2025-11-14 22:42:20.162302,0 days 00:00:00.289299,290.6005941029468,204.87323129599756,COMPLETE
169,0.7046697477627223,2025-11-14 22:42:20.162422,2025-11-14 22:42:20.460183,0 days 00:00:00.297761,299.97783140203757,440.03575830275224,COMPLETE
170,0.704233959422903,2025-11-14 22:42:20.460289,2025-11-14 22:42:20.744918,0 days 00:00:00.284629,294.64443661330887,449.92412778641153,COMPLETE
171,0.7042511958950949,2025-11-14 22:42:20.745045,2025-11-14 22:42:21.028490,0 days 00:00:00.283445,294.8908032443712,449.5046213142832,COMPLETE
172,0.7042322943841492,2025-11-14 22:42:21.028603,2025-11-14 22:42:21.331227,0 days 00:00:00.302624,295.3260709368048,449.38502478332583,COMPLETE
173,0.7048369225825247,2025-11-14 22:42:21.331354,2025-11-14 22:42:21.613413,0 days 00:00:00.282059,286.86482022002156,448.78606283622685,COMPLETE
174,0.7042110846538451,2025-11-14 22:42:21.613524,2025-11-14 22:42:21.900643,0 days 00:00:00.287119,294.9729846480846,449.9427209662051,COMPLETE
